step,epoch,stage,elapsed_sec,eta_sec,train_loss,lr,grad_norm,imgs_per_s,sec_per_step
5439,5,pretrain_chestxray14,4785.69,6529.62,0.098474,7.174175568849346e-05,1.121472,561.0,0.1141
5440,5,pretrain_chestxray14,4785.98,6527.93,0.066224,7.172961886891314e-05,0.996798,335.1,0.191
5441,5,pretrain_chestxray14,4786.16,6526.1,0.07508,7.171748048519513e-05,1.090869,455.5,0.1405
5442,5,pretrain_chestxray14,4786.35,6524.28,0.083466,7.170534053823374e-05,1.203258,555.0,0.1153
5443,5,pretrain_chestxray14,4786.56,6522.5,0.067634,7.169319902892338e-05,0.877556,509.1,0.1257
5444,5,pretrain_chestxray14,4786.78,6520.71,0.087142,7.168105595815865e-05,1.375767,546.4,0.1171
5445,5,pretrain_chestxray14,4786.99,6518.92,0.070691,7.16689113268342e-05,0.872608,500.9,0.1278
5446,5,pretrain_chestxray14,4787.21,6517.14,0.112022,7.165676513584481e-05,1.102861,450.4,0.1421
5447,5,pretrain_chestxray14,4787.41,6515.34,0.086591,7.164461738608536e-05,0.835118,501.5,0.1276
5448,5,pretrain_chestxray14,4787.6,6513.52,0.084195,7.163246807845089e-05,1.017912,576.4,0.111
5449,5,pretrain_chestxray14,4787.82,6511.75,0.054306,7.16203172138365e-05,0.636532,512.7,0.1248
5450,5,pretrain_chestxray14,4788.01,6509.94,0.113206,7.160816479313745e-05,1.296927,569.0,0.1125
5451,5,pretrain_chestxray14,4788.22,6508.15,0.091049,7.159601081724908e-05,1.115008,554.6,0.1154
5452,5,pretrain_chestxray14,4788.45,6506.39,0.120225,7.158385528706687e-05,1.361972,467.3,0.137
5453,5,pretrain_chestxray14,4788.67,6504.61,0.077501,7.15716982034864e-05,0.962363,440.2,0.1454
5454,5,pretrain_chestxray14,4788.88,6502.83,0.050433,7.155953956740338e-05,0.747806,439.7,0.1456
5455,5,pretrain_chestxray14,4789.06,6501.01,0.07939,7.154737937971361e-05,1.247639,576.8,0.111
5456,5,pretrain_chestxray14,4789.29,6499.24,0.094544,7.153521764131304e-05,1.480772,489.5,0.1307
5457,5,pretrain_chestxray14,4789.5,6497.46,0.07699,7.152305435309768e-05,1.296336,510.6,0.1253
5458,5,pretrain_chestxray14,4789.7,6495.67,0.114312,7.15108895159637e-05,0.954218,508.1,0.126
5459,5,pretrain_chestxray14,4789.94,6493.92,0.030042,7.149872313080739e-05,0.576852,405.6,0.1578
5460,5,pretrain_chestxray14,4790.14,6492.13,0.062738,7.14865551985251e-05,0.90842,414.9,0.1542
5461,5,pretrain_chestxray14,4790.36,6490.36,0.092372,7.147438572001336e-05,1.104608,448.0,0.1429
5462,5,pretrain_chestxray14,4790.59,6488.61,0.055921,7.146221469616878e-05,0.764115,396.1,0.1616
5463,5,pretrain_chestxray14,4790.77,6486.8,0.100541,7.145004212788805e-05,0.915118,471.2,0.1358
5464,5,pretrain_chestxray14,4790.97,6484.99,0.074828,7.143786801606804e-05,0.954807,508.5,0.1259
5465,5,pretrain_chestxray14,4791.17,6483.2,0.105181,7.14256923616057e-05,0.955168,521.2,0.1228
5466,5,pretrain_chestxray14,4791.38,6481.43,0.086103,7.141351516539808e-05,0.908596,517.2,0.1238
5467,5,pretrain_chestxray14,4791.59,6479.65,0.072327,7.14013364283424e-05,0.907675,494.4,0.1294
5468,5,pretrain_chestxray14,4791.82,6477.9,0.092557,7.138915615133591e-05,0.956255,411.7,0.1554
5469,5,pretrain_chestxray14,4792.01,6476.09,0.099194,7.137697433527606e-05,0.923393,506.2,0.1264
5470,5,pretrain_chestxray14,4792.24,6474.35,0.09952,7.136479098106034e-05,0.977894,409.1,0.1565
5471,5,pretrain_chestxray14,4792.46,6472.58,0.096917,7.135260608958641e-05,1.015851,419.4,0.1526
5472,5,pretrain_chestxray14,4792.65,6470.78,0.075182,7.134041966175201e-05,0.870029,538.2,0.1189
5473,5,pretrain_chestxray14,4792.91,6469.07,0.101875,7.132823169845498e-05,1.032995,362.1,0.1768
5474,5,pretrain_chestxray14,4793.31,6467.55,0.100368,7.131604220059331e-05,0.961432,537.7,0.119
5475,5,pretrain_chestxray14,4794.37,6466.93,0.100303,7.130385116906509e-05,0.937139,523.6,0.1222
5476,5,pretrain_chestxray14,4795.39,6466.25,0.0747,7.129165860476852e-05,0.850733,545.9,0.1172
5477,5,pretrain_chestxray14,4799.49,6469.72,0.099399,7.12794645086019e-05,1.254208,414.1,0.1545
5478,5,pretrain_chestxray14,4799.71,6467.95,0.067519,7.126726888146368e-05,0.698758,515.2,0.1242
5479,5,pretrain_chestxray14,4799.91,6466.16,0.090333,7.125507172425237e-05,1.359068,528.7,0.121
5480,5,pretrain_chestxray14,4800.33,6464.68,0.07854,7.124287303786666e-05,1.174407,611.7,0.1046
5481,5,pretrain_chestxray14,4800.56,6462.93,0.067607,7.123067282320527e-05,1.058374,539.5,0.1186
5482,5,pretrain_chestxray14,4800.94,6461.39,0.060157,7.121847108116713e-05,0.888889,571.6,0.112
5483,5,pretrain_chestxray14,4801.58,6460.19,0.07044,7.120626781265116e-05,1.027007,550.1,0.1163
5484,5,pretrain_chestxray14,4802.34,6459.17,0.05812,7.119406301855652e-05,0.765442,559.4,0.1144
5485,5,pretrain_chestxray14,4802.83,6457.77,0.076151,7.11818566997824e-05,1.157402,585.1,0.1094
5486,5,pretrain_chestxray14,4803.33,6456.39,0.076611,7.116964885722813e-05,0.825458,519.4,0.1232
5487,5,pretrain_chestxray14,4804.44,6455.83,0.058686,7.115743949179316e-05,0.897629,578.6,0.1106
5488,5,pretrain_chestxray14,4804.64,6454.05,0.08071,7.114522860437703e-05,0.947476,595.0,0.1076
5489,5,pretrain_chestxray14,4804.84,6452.27,0.069479,7.11330161958794e-05,0.667882,579.5,0.1104
5490,5,pretrain_chestxray14,4805.05,6450.49,0.063541,7.112080226720006e-05,0.879474,574.7,0.1114
5491,5,pretrain_chestxray14,4805.4,6448.91,0.115465,7.110858681923888e-05,1.323326,480.3,0.1332
5492,5,pretrain_chestxray14,4806.38,6448.19,0.045298,7.109636985289587e-05,0.645817,594.4,0.1077
5493,5,pretrain_chestxray14,4807.53,6447.67,0.095943,7.108415136907114e-05,0.918369,537.1,0.1192
5494,5,pretrain_chestxray14,4807.72,6445.88,0.046129,7.10719313686649e-05,0.757133,606.6,0.1055
5495,5,pretrain_chestxray14,4807.94,6444.12,0.092107,7.105970985257751e-05,1.108675,526.8,0.1215
5496,5,pretrain_chestxray14,4808.15,6442.36,0.10448,7.10474868217094e-05,1.028435,504.3,0.1269
5497,5,pretrain_chestxray14,4808.34,6440.56,0.042987,7.103526227696112e-05,0.643143,587.0,0.109
5498,5,pretrain_chestxray14,4809.04,6439.46,0.076975,7.102303621923336e-05,1.123966,491.2,0.1303
5499,5,pretrain_chestxray14,4809.57,6438.13,0.083812,7.101080864942688e-05,1.155553,493.0,0.1298
5500,5,pretrain_chestxray14,4809.79,6436.38,0.067625,7.09985795684426e-05,0.913961,473.8,0.1351
5501,5,pretrain_chestxray14,4810.17,6434.83,0.096233,7.09863489771815e-05,1.18493,543.7,0.1177
5502,5,pretrain_chestxray14,4810.61,6433.38,0.056259,7.09741168765447e-05,1.193471,561.2,0.114
5503,5,pretrain_chestxray14,4811.08,6431.96,0.103004,7.096188326743344e-05,1.364484,522.1,0.1226
5504,5,pretrain_chestxray14,4811.56,6430.57,0.123471,7.094964815074903e-05,1.123181,565.3,0.1132
5505,5,pretrain_chestxray14,4812.39,6429.63,0.02842,7.093741152739295e-05,0.695275,527.7,0.1213
5506,5,pretrain_chestxray14,4812.59,6427.86,0.06579,7.092517339826674e-05,0.994354,548.2,0.1167
5507,5,pretrain_chestxray14,4812.91,6426.25,0.063466,7.091293376427207e-05,1.347259,617.8,0.1036
5508,5,pretrain_chestxray14,4813.37,6424.82,0.063423,7.090069262631072e-05,1.103906,585.8,0.1093
5509,5,pretrain_chestxray14,4814.87,6424.78,0.068492,7.088844998528459e-05,1.001653,587.8,0.1089
5510,5,pretrain_chestxray14,4815.08,6423.02,0.077544,7.087620584209569e-05,1.304451,547.4,0.1169
5511,5,pretrain_chestxray14,4815.28,6421.25,0.064093,7.086396019764611e-05,1.337776,600.6,0.1066
5512,5,pretrain_chestxray14,4815.5,6419.5,0.102762,7.085171305283812e-05,1.366289,508.7,0.1258
5513,5,pretrain_chestxray14,4815.7,6417.73,0.127164,7.083946440857399e-05,1.742765,548.2,0.1168
5514,5,pretrain_chestxray14,4815.89,6415.95,0.05237,7.082721426575621e-05,0.729523,586.2,0.1092
5515,5,pretrain_chestxray14,4816.35,6414.52,0.111516,7.081496262528732e-05,1.333019,591.9,0.1081
5516,5,pretrain_chestxray14,4816.55,6412.76,0.035115,7.080270948806998e-05,0.708632,572.7,0.1118
5517,5,pretrain_chestxray14,4817.32,6411.75,0.067974,7.079045485500699e-05,1.250063,564.5,0.1134
5518,5,pretrain_chestxray14,4817.52,6409.97,0.068274,7.077819872700122e-05,1.155592,611.5,0.1047
5519,5,pretrain_chestxray14,4818.2,6408.85,0.08302,7.076594110495569e-05,1.094063,552.2,0.1159
5520,5,pretrain_chestxray14,4818.52,6407.24,0.059265,7.075368198977346e-05,1.045192,582.5,0.1099
5521,5,pretrain_chestxray14,4818.91,6405.72,0.070264,7.074142138235776e-05,0.835431,605.0,0.1058
5522,5,pretrain_chestxray14,4819.13,6403.97,0.064738,7.072915928361196e-05,0.863719,523.6,0.1222
5523,5,pretrain_chestxray14,4819.38,6402.28,0.09531,7.071689569443944e-05,1.414374,554.2,0.1155
5524,5,pretrain_chestxray14,4819.79,6400.8,0.045322,7.070463061574378e-05,0.701267,509.0,0.1257
5525,5,pretrain_chestxray14,4821.59,6401.16,0.049968,7.069236404842862e-05,0.661499,595.9,0.1074
5526,5,pretrain_chestxray14,4821.8,6399.4,0.094672,7.068009599339773e-05,1.351419,580.3,0.1103
5527,5,pretrain_chestxray14,4822.0,6397.63,0.09002,7.0667826451555e-05,1.21858,597.5,0.1071
5528,5,pretrain_chestxray14,4822.21,6395.89,0.092679,7.06555554238044e-05,1.281143,540.8,0.1183
5529,5,pretrain_chestxray14,4822.41,6394.12,0.046569,7.064328291105001e-05,0.733505,574.2,0.1115
5530,5,pretrain_chestxray14,4822.61,6392.35,0.074202,7.063100891419606e-05,1.475135,601.9,0.1063
5531,5,pretrain_chestxray14,4822.82,6390.61,0.08175,7.061873343414685e-05,1.063268,540.3,0.1184
5532,5,pretrain_chestxray14,4823.03,6388.86,0.152934,7.060645647180683e-05,0.985528,561.4,0.114
5533,5,pretrain_chestxray14,4823.23,6387.09,0.058069,7.059417802808049e-05,0.863469,577.1,0.1109
5534,5,pretrain_chestxray14,4823.44,6385.35,0.054697,7.058189810387249e-05,0.773077,532.9,0.1201
5535,5,pretrain_chestxray14,4823.64,6383.59,0.089233,7.056961670008758e-05,0.990652,560.0,0.1143
5536,5,pretrain_chestxray14,4824.12,6382.19,0.067006,7.055733381763061e-05,1.13057,468.5,0.1366
5537,5,pretrain_chestxray14,4824.66,6380.89,0.077792,7.054504945740656e-05,0.941913,583.0,0.1098
5538,5,pretrain_chestxray14,4824.87,6379.15,0.07866,7.053276362032051e-05,1.155907,551.7,0.116
5539,5,pretrain_chestxray14,4825.14,6377.48,0.083155,7.052047630727763e-05,1.084372,579.7,0.1104
5540,5,pretrain_chestxray14,4825.65,6376.14,0.095725,7.050818751918322e-05,1.498094,570.9,0.1121
5541,5,pretrain_chestxray14,4826.44,6375.15,0.053101,7.049589725694268e-05,0.937458,605.4,0.1057
5542,5,pretrain_chestxray14,4826.65,6373.41,0.095994,7.048360552146151e-05,1.481261,552.8,0.1158
5543,5,pretrain_chestxray14,4826.89,6371.7,0.10192,7.047131231364536e-05,1.461416,549.9,0.1164
5544,5,pretrain_chestxray14,4827.2,6370.1,0.082368,7.045901763439993e-05,0.966033,595.2,0.1075
5545,5,pretrain_chestxray14,4827.59,6368.58,0.1174,7.04467214846311e-05,1.033579,447.7,0.1429
5546,5,pretrain_chestxray14,4827.98,6367.09,0.060031,7.043442386524477e-05,1.265755,591.5,0.1082
5547,5,pretrain_chestxray14,4828.41,6365.63,0.068862,7.0422124777147e-05,1.138687,578.3,0.1107
5548,5,pretrain_chestxray14,4828.86,6364.2,0.076614,7.040982422124397e-05,1.049512,601.2,0.1064
5549,5,pretrain_chestxray14,4829.18,6362.62,0.097982,7.039752219844194e-05,1.213402,559.4,0.1144
5550,5,pretrain_chestxray14,4829.6,6361.15,0.058101,7.038521870964729e-05,0.830997,597.5,0.1071
5551,5,pretrain_chestxray14,4830.42,6360.22,0.097703,7.03729137557665e-05,1.021106,590.1,0.1085
5552,5,pretrain_chestxray14,4830.62,6358.47,0.107642,7.036060733770617e-05,1.335939,607.0,0.1054
5553,5,pretrain_chestxray14,4830.9,6356.81,0.078716,7.0348299456373e-05,0.955275,571.8,0.1119
5554,5,pretrain_chestxray14,4831.33,6355.37,0.124509,7.03359901126738e-05,1.333182,610.1,0.1049
5555,5,pretrain_chestxray14,4831.75,6353.9,0.053203,7.03236793075155e-05,0.816397,603.4,0.1061
5556,5,pretrain_chestxray14,4832.15,6352.42,0.078191,7.03113670418051e-05,0.963198,579.4,0.1105
5557,5,pretrain_chestxray14,4832.59,6350.99,0.077023,7.029905331644974e-05,0.834731,583.8,0.1096
5558,5,pretrain_chestxray14,4833.08,6349.61,0.104807,7.028673813235667e-05,1.276318,479.4,0.1335
5559,5,pretrain_chestxray14,4833.68,6348.38,0.078276,7.027442149043323e-05,0.978395,536.1,0.1194
5560,5,pretrain_chestxray14,4834.08,6346.91,0.056917,7.026210339158686e-05,0.672538,498.1,0.1285
5561,5,pretrain_chestxray14,4834.67,6345.67,0.028227,7.024978383672515e-05,0.547285,588.0,0.1089
5562,5,pretrain_chestxray14,4835.13,6344.26,0.067398,7.023746282675576e-05,0.937708,573.1,0.1117
5563,5,pretrain_chestxray14,4835.78,6343.11,0.086319,7.022514036258646e-05,0.847421,511.8,0.1251
5564,5,pretrain_chestxray14,4836.24,6341.7,0.059275,7.021281644512517e-05,0.837362,511.9,0.125
5565,5,pretrain_chestxray14,4836.67,6340.25,0.055347,7.020049107527982e-05,0.763703,510.4,0.1254
5566,5,pretrain_chestxray14,4837.2,6338.93,0.047581,7.018816425395854e-05,0.774434,584.4,0.1095
5567,5,pretrain_chestxray14,4837.67,6337.54,0.073096,7.017583598206955e-05,1.030815,611.9,0.1046
5568,5,pretrain_chestxray14,4838.07,6336.06,0.102097,7.016350626052112e-05,2.094682,564.1,0.1135
5569,5,pretrain_chestxray14,4838.44,6334.54,0.061005,7.015117509022171e-05,0.892968,609.2,0.105
5570,5,pretrain_chestxray14,4838.85,6333.07,0.090414,7.013884247207984e-05,1.308791,601.1,0.1065
5571,5,pretrain_chestxray14,4839.24,6331.58,0.09109,7.012650840700412e-05,1.023867,601.9,0.1063
5572,5,pretrain_chestxray14,4839.77,6330.27,0.056669,7.011417289590331e-05,1.312066,554.3,0.1155
5573,5,pretrain_chestxray14,4840.18,6328.79,0.108928,7.010183593968623e-05,1.421862,584.8,0.1094
5574,5,pretrain_chestxray14,4840.64,6327.39,0.098023,7.008949753926186e-05,1.4273,575.2,0.1113
5575,5,pretrain_chestxray14,4841.09,6325.97,0.049043,7.007715769553924e-05,1.110069,544.1,0.1176
5576,5,pretrain_chestxray14,4841.46,6324.47,0.067529,7.006481640942753e-05,0.93104,593.5,0.1078
5577,5,pretrain_chestxray14,4841.86,6322.98,0.071561,7.005247368183604e-05,1.022668,593.1,0.1079
5578,5,pretrain_chestxray14,4842.36,6321.63,0.082036,7.004012951367409e-05,1.094482,445.9,0.1435
5579,5,pretrain_chestxray14,4842.7,6320.07,0.063979,7.00277839058512e-05,1.321645,518.5,0.1234
5580,5,pretrain_chestxray14,4843.1,6318.59,0.047282,7.001543685927696e-05,0.795198,601.9,0.1063
5581,5,pretrain_chestxray14,4844.12,6317.93,0.047229,7.000308837486103e-05,1.186979,592.0,0.1081
5582,5,pretrain_chestxray14,4844.33,6316.2,0.051955,6.999073845351326e-05,1.0493,565.2,0.1132
5583,5,pretrain_chestxray14,4844.77,6314.77,0.086577,6.997838709614354e-05,1.117648,593.9,0.1078
5584,5,pretrain_chestxray14,4844.97,6313.03,0.089185,6.996603430366184e-05,1.010193,596.2,0.1074
5585,5,pretrain_chestxray14,4845.2,6311.34,0.102583,6.995368007697833e-05,1.106873,480.6,0.1332
5586,5,pretrain_chestxray14,4845.59,6309.85,0.050245,6.994132441700323e-05,1.070826,560.8,0.1141
5587,5,pretrain_chestxray14,4846.17,6308.61,0.069654,6.992896732464685e-05,1.244345,554.3,0.1155
5588,5,pretrain_chestxray14,4846.55,6307.11,0.056743,6.991660880081963e-05,1.114401,592.2,0.1081
5589,5,pretrain_chestxray14,4846.93,6305.61,0.051091,6.990424884643212e-05,0.961169,608.2,0.1052
5590,5,pretrain_chestxray14,4847.3,6304.09,0.082789,6.989188746239494e-05,1.068898,614.7,0.1041
5591,5,pretrain_chestxray14,4848.26,6303.34,0.035558,6.987952464961887e-05,0.584615,586.8,0.1091
5592,5,pretrain_chestxray14,4848.47,6301.62,0.074894,6.986716040901478e-05,1.034785,571.3,0.112
5593,5,pretrain_chestxray14,4848.66,6299.88,0.076376,6.98547947414936e-05,1.059203,594.0,0.1078
5594,5,pretrain_chestxray14,4848.88,6298.17,0.062348,6.984242764796641e-05,0.958774,531.4,0.1204
5595,5,pretrain_chestxray14,4849.09,6296.45,0.044438,6.983005912934438e-05,0.779679,578.7,0.1106
5596,5,pretrain_chestxray14,4849.45,6294.93,0.075532,6.981768918653877e-05,1.145747,581.1,0.1101
5597,5,pretrain_chestxray14,4850.47,6294.26,0.055614,6.9805317820461e-05,0.987292,528.3,0.1211
5598,5,pretrain_chestxray14,4850.67,6292.52,0.108462,6.979294503202252e-05,1.309444,581.6,0.11
5599,5,pretrain_chestxray14,4850.87,6290.79,0.065839,6.978057082213495e-05,0.977857,590.0,0.1085
5600,5,pretrain_chestxray14,4851.07,6289.07,0.082533,6.976819519170996e-05,1.361789,597.8,0.1071
5601,5,pretrain_chestxray14,4851.4,6287.51,0.054212,6.975581814165939e-05,0.965609,607.8,0.1053
5602,5,pretrain_chestxray14,4851.62,6285.79,0.06987,6.97434396728951e-05,1.111162,536.9,0.1192
5603,5,pretrain_chestxray14,4851.86,6284.12,0.090324,6.973105978632911e-05,1.426436,600.9,0.1065
5604,5,pretrain_chestxray14,4852.32,6282.73,0.042242,6.971867848287356e-05,1.038711,594.2,0.1077
5605,5,pretrain_chestxray14,4852.85,6281.44,0.037393,6.970629576344065e-05,0.621609,542.6,0.1179
5606,5,pretrain_chestxray14,4853.29,6280.01,0.097192,6.969391162894273e-05,1.079368,574.7,0.1114
5607,5,pretrain_chestxray14,4853.62,6278.46,0.083496,6.968152608029219e-05,1.581511,607.1,0.1054
5608,5,pretrain_chestxray14,4853.94,6276.88,0.053081,6.966913911840157e-05,0.845208,560.7,0.1141
5609,5,pretrain_chestxray14,4854.31,6275.37,0.11651,6.96567507441835e-05,1.392588,512.3,0.1249
5610,5,pretrain_chestxray14,4854.63,6273.81,0.059083,6.964436095855078e-05,0.910581,620.1,0.1032
5611,5,pretrain_chestxray14,4854.96,6272.25,0.073004,6.963196976241619e-05,1.08646,570.8,0.1121
5612,5,pretrain_chestxray14,4855.58,6271.07,0.081021,6.961957715669269e-05,0.975234,576.4,0.111
5613,5,pretrain_chestxray14,4855.79,6269.36,0.110021,6.960718314229332e-05,1.187437,548.9,0.1166
5614,5,pretrain_chestxray14,4855.99,6267.64,0.103117,6.95947877201313e-05,1.230873,572.9,0.1117
5615,5,pretrain_chestxray14,4856.25,6265.99,0.050935,6.958239089111979e-05,0.65446,608.0,0.1053
5616,5,pretrain_chestxray14,4856.49,6264.32,0.079316,6.956999265617222e-05,1.287654,600.0,0.1067
5617,5,pretrain_chestxray14,4856.79,6262.72,0.103222,6.955759301620206e-05,1.56945,572.0,0.1119
5618,5,pretrain_chestxray14,4857.26,6261.35,0.082189,6.954519197212285e-05,1.142999,605.2,0.1058
5619,5,pretrain_chestxray14,4857.67,6259.91,0.065535,6.953278952484827e-05,0.990553,517.4,0.1237
5620,5,pretrain_chestxray14,4857.94,6258.27,0.074697,6.952038567529212e-05,1.498663,606.6,0.1055
5621,5,pretrain_chestxray14,4858.22,6256.65,0.123186,6.950798042436825e-05,1.304276,593.2,0.1079
5622,5,pretrain_chestxray14,4858.56,6255.12,0.057849,6.949557377299067e-05,0.933051,580.1,0.1103
5623,5,pretrain_chestxray14,4859.22,6253.99,0.060316,6.948316572207342e-05,1.011337,601.1,0.1065
5624,5,pretrain_chestxray14,4859.43,6252.28,0.06529,6.947075627253075e-05,1.070401,578.2,0.1107
5625,5,pretrain_chestxray14,4859.65,6250.59,0.088389,6.945834542527692e-05,1.86122,511.4,0.1251
5626,5,pretrain_chestxray14,4859.95,6249.01,0.05778,6.944593318122633e-05,0.901346,589.4,0.1086
5627,5,pretrain_chestxray14,4860.3,6247.47,0.061454,6.943351954129347e-05,1.12876,612.5,0.1045
5628,5,pretrain_chestxray14,4860.66,6245.96,0.131637,6.942110450639297e-05,1.289217,551.7,0.116
5629,5,pretrain_chestxray14,4860.97,6244.39,0.05194,6.94086880774395e-05,1.109833,594.9,0.1076
5630,5,pretrain_chestxray14,4861.25,6242.78,0.045842,6.93962702553479e-05,0.783701,597.9,0.107
5631,5,pretrain_chestxray14,4861.52,6241.15,0.066359,6.938385104103305e-05,0.848144,589.1,0.1086
5632,5,pretrain_chestxray14,4861.8,6239.54,0.078864,6.937143043540998e-05,1.248091,609.9,0.1049
5633,5,pretrain_chestxray14,4862.11,6237.97,0.087428,6.935900843939381e-05,1.001553,570.8,0.1121
5634,5,pretrain_chestxray14,4862.51,6236.51,0.075335,6.934658505389973e-05,1.037763,590.1,0.1085
5635,5,pretrain_chestxray14,4862.89,6235.02,0.074854,6.933416027984308e-05,1.275529,570.6,0.1122
5636,5,pretrain_chestxray14,4863.2,6233.45,0.092878,6.932173411813928e-05,1.117937,581.2,0.1101
5637,5,pretrain_chestxray14,4863.46,6231.82,0.070184,6.930930656970385e-05,1.728367,595.9,0.1074
5638,5,pretrain_chestxray14,4863.74,6230.21,0.063344,6.929687763545243e-05,1.062468,620.3,0.1032
5639,5,pretrain_chestxray14,4864.07,6228.67,0.118471,6.928444731630072e-05,1.23996,608.5,0.1052
5640,5,pretrain_chestxray14,4864.38,6227.09,0.091706,6.927201561316457e-05,1.150502,540.1,0.1185
5641,5,pretrain_chestxray14,4864.67,6225.5,0.065578,6.92595825269599e-05,1.149625,578.1,0.1107
5642,5,pretrain_chestxray14,4864.95,6223.9,0.056905,6.924714805860277e-05,1.024432,604.0,0.106
5643,5,pretrain_chestxray14,4865.21,6222.27,0.064873,6.923471220900929e-05,1.270816,588.9,0.1087
5644,5,pretrain_chestxray14,4865.5,6220.67,0.03817,6.922227497909572e-05,1.259186,585.3,0.1093
5645,5,pretrain_chestxray14,4865.78,6219.07,0.04299,6.920983636977836e-05,1.584839,564.6,0.1134
5646,5,pretrain_chestxray14,4866.14,6217.56,0.085208,6.919739638197371e-05,1.207164,572.8,0.1117
5647,5,pretrain_chestxray14,4866.75,6216.38,0.082798,6.918495501659828e-05,1.37594,604.9,0.1058
5648,5,pretrain_chestxray14,4866.96,6214.68,0.108606,6.91725122745687e-05,1.583322,572.6,0.1118
5649,5,pretrain_chestxray14,4867.16,6212.97,0.06151,6.916006815680173e-05,1.275027,584.2,0.1095
5650,5,pretrain_chestxray14,4867.36,6211.26,0.112685,6.914762266421425e-05,1.555981,605.0,0.1058
5651,5,pretrain_chestxray14,4867.57,6209.58,0.036563,6.913517579772316e-05,0.784931,603.5,0.1061
5652,5,pretrain_chestxray14,4867.88,6208.01,0.097173,6.912272755824552e-05,1.338951,584.5,0.1095
5653,5,pretrain_chestxray14,4868.16,6206.41,0.072117,6.911027794669849e-05,1.243607,534.3,0.1198
5654,5,pretrain_chestxray14,4868.47,6204.85,0.09906,6.90978269639993e-05,1.867396,600.7,0.1065
5655,5,pretrain_chestxray14,4869.03,6203.6,0.093615,6.908537461106536e-05,1.512792,595.6,0.1075
5656,5,pretrain_chestxray14,4869.59,6202.35,0.072477,6.907292088881406e-05,1.001589,518.1,0.1235
5657,5,pretrain_chestxray14,4869.78,6200.64,0.099306,6.906046579816299e-05,1.380755,545.9,0.1172
5658,5,pretrain_chestxray14,4869.97,6198.93,0.043505,6.904800934002977e-05,0.887925,607.2,0.1054
5659,5,pretrain_chestxray14,4870.17,6197.23,0.076087,6.903555151533222e-05,0.852331,611.9,0.1046
5660,5,pretrain_chestxray14,4870.37,6195.53,0.127176,6.902309232498814e-05,1.643005,613.6,0.1043
5661,5,pretrain_chestxray14,4870.6,6193.86,0.096086,6.901063176991552e-05,1.554232,530.1,0.1207
5662,5,pretrain_chestxray14,4870.99,6192.4,0.068487,6.899816985103239e-05,0.858825,581.4,0.1101
5663,5,pretrain_chestxray14,4871.82,6191.51,0.087805,6.898570656925692e-05,1.35404,555.7,0.1152
5664,5,pretrain_chestxray14,4872.01,6189.8,0.079719,6.897324192550738e-05,0.930935,604.6,0.1058
5665,5,pretrain_chestxray14,4872.23,6188.12,0.148973,6.896077592070212e-05,1.408084,582.5,0.1099
5666,5,pretrain_chestxray14,4872.56,6186.58,0.063136,6.894830855575961e-05,1.038604,601.1,0.1065
5667,5,pretrain_chestxray14,4872.89,6185.06,0.04803,6.893583983159839e-05,0.692402,610.2,0.1049
5668,5,pretrain_chestxray14,4873.16,6183.44,0.089199,6.892336974913714e-05,1.174105,558.0,0.1147
5669,5,pretrain_chestxray14,4873.46,6181.88,0.09651,6.891089830929462e-05,1.255975,602.3,0.1063
5670,5,pretrain_chestxray14,4873.96,6180.56,0.065487,6.889842551298967e-05,1.153137,574.1,0.1115
5671,5,pretrain_chestxray14,4874.37,6179.13,0.05761,6.888595136114125e-05,0.699299,600.9,0.1065
5672,5,pretrain_chestxray14,4874.8,6177.73,0.085553,6.887347585466846e-05,0.957534,596.0,0.1074
5673,5,pretrain_chestxray14,4875.16,6176.23,0.072779,6.886099899449042e-05,1.198123,609.3,0.105
5674,5,pretrain_chestxray14,4875.49,6174.71,0.072159,6.88485207815264e-05,1.374479,578.7,0.1106
5675,5,pretrain_chestxray14,4875.88,6173.26,0.066985,6.883604121669575e-05,1.053604,561.2,0.114
5676,5,pretrain_chestxray14,4876.29,6171.82,0.062931,6.882356030091794e-05,1.007847,552.3,0.1159
5677,5,pretrain_chestxray14,4876.63,6170.31,0.102732,6.881107803511254e-05,1.045424,572.1,0.1119
5678,5,pretrain_chestxray14,4876.95,6168.77,0.057584,6.879859442019918e-05,1.317648,573.2,0.1117
5679,5,pretrain_chestxray14,4877.26,6167.21,0.116706,6.878610945709764e-05,1.358926,606.3,0.1056
5680,5,pretrain_chestxray14,4877.66,6165.77,0.078654,6.877362314672775e-05,0.960215,436.0,0.1468
5681,5,pretrain_chestxray14,4877.99,6164.25,0.070433,6.87611354900095e-05,0.768255,559.1,0.1145
5682,5,pretrain_chestxray14,4878.33,6162.73,0.124449,6.874864648786293e-05,1.23603,571.3,0.112
5683,5,pretrain_chestxray14,4878.75,6161.32,0.072151,6.873615614120819e-05,0.899873,564.4,0.1134
5684,5,pretrain_chestxray14,4879.12,6159.84,0.090144,6.872366445096555e-05,0.977812,539.3,0.1187
5685,5,pretrain_chestxray14,4879.47,6158.34,0.064198,6.871117141805531e-05,0.989675,600.8,0.1065
5686,5,pretrain_chestxray14,4879.77,6156.79,0.084932,6.869867704339797e-05,1.071853,595.8,0.1074
5687,5,pretrain_chestxray14,4880.13,6155.3,0.058766,6.868618132791408e-05,0.974105,563.9,0.1135
